tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
English,4919,University of Toronto at Scarborough,Robin,,Whittaker,791998,8,good,TEACHER,PROFESSOR,3.5
English,4919,University of Toronto at Scarborough,Georgia,,Wilder,323878,10,good,TEACHER,PROFESSOR,3.9
Political Science,4919,University of Toronto at Scarborough,Matt,,Wilder,2572562,1,good,TEACHER,PROFESSOR,5.0
Psychology,4919,University of Toronto at Scarborough,Charmaine,C.,Williams,2127373,1,good,TEACHER,PROFESSOR,5.0
Sociology,4919,University of Toronto at Scarborough,Lawrence,,Williams,2428898,3,good,TEACHER,PROFESSOR,4.7
Biological Sciences,4919,University of Toronto at Scarborough,Karen,,Williams,1779918,38,poor,TEACHER,PROFESSOR,1.8
Physics,4919,University of Toronto at Scarborough,Brian,,Wilson,1489556,13,good,TEACHER,PROFESSOR,4.6
Philosophy,4919,University of Toronto at Scarborough,Jessica,,Wilson,544970,16,good,TEACHER,PROFESSOR,4.6
Political Science,4919,University of Toronto at Scarborough,Joerg,,Wittenbrinck,923771,3,good,TEACHER,PROFESSOR,3.5
Music,4919,University of Toronto at Scarborough,Alexa,,Woloshyn,1786163,2,good,TEACHER,PROFESSOR,4.5
Health Science,4919,University of Toronto at Scarborough,Christine,,Wong,1960702,21,poor,TEACHER,PROFESSOR,2.0
Chemistry,4919,University of Toronto at Scarborough,Gwen,,Woods,1632718,1,poor,TEACHER,PROFESSOR,1.0
Theater,4919,University of Toronto at Scarborough,Kevin,,Wright,334352,7,good,TEACHER,PROFESSOR,4.0
Accounting,4919,University of Toronto at Scarborough,Andrew,,WU,1740917,0,zero,TEACHER,PROFESSOR,N/A
Languages,4919,University of Toronto at Scarborough,Helen,,Wu,253756,17,average,TEACHER,PROFESSOR,2.6
English,4919,University of Toronto at Scarborough,Kyle,,Wyatt,1175490,3,good,TEACHER,PROFESSOR,3.6
Philosophy,4919,University of Toronto at Scarborough,Jinfen,,Yan,256846,23,average,TEACHER,PROFESSOR,3.2
Physics,4919,University of Toronto at Scarborough,Bernard,,Yang,2431385,4,good,TEACHER,PROFESSOR,4.0
International Studies,4919,University of Toronto at Scarborough,Emma,,Yasui,2481954,1,poor,TEACHER,PROFESSOR,1.0
Biological Sciences,4919,University of Toronto at Scarborough,Maral,,Yazdandoost,1760115,4,poor,TEACHER,PROFESSOR,1.9
Women's Studies,4919,University of Toronto at Scarborough,Shana,,Ye,2455602,1,good,TEACHER,PROFESSOR,5.0
Biological Sciences,4919,University of Toronto at Scarborough,Tae,,Yi,2517530,0,zero,TEACHER,PROFESSOR,N/A
Anthropology,4919,University of Toronto at Scarborough,Donna,,Young,532074,25,average,TEACHER,PROFESSOR,3.4
Mathematics,4919,University of Toronto at Scarborough,Ryan,,Young,1894846,1,good,TEACHER,PROFESSOR,3.5
Journalism,4919,University of Toronto at Scarborough,Sherry,S,Yu,2376615,2,average,TEACHER,PROFESSOR,3.0
Mathematics,4919,University of Toronto at Scarborough,William,,Yu,2522438,2,poor,TEACHER,PROFESSOR,2.0
Mathematics,4919,University of Toronto at Scarborough,Yun William,,Yu,2549999,1,good,TEACHER,PROFESSOR,4.0
Economics,4919,University of Toronto at Scarborough,Victor,,Yu,341975,46,good,TEACHER,PROFESSOR,4.5
Physics,4919,University of Toronto at Scarborough,Jian,,Yuan,2358334,1,poor,TEACHER,PROFESSOR,1.0
Psychology,4919,University of Toronto at Scarborough,Konstantine,,Zakzanis,327720,207,good,TEACHER,PROFESSOR,4.4
English,4919,University of Toronto at Scarborough,Beth,,Zdriluk,966295,0,zero,TEACHER,PROFESSOR,N/A
Computer & Math. Sciences,4919,University of Toronto at Scarborough,Dubravko,,Zgrablic,1158076,2,poor,TEACHER,PROFESSOR,1.8
Science,4919,University of Toronto at Scarborough,Yuexia,,Zhang,2522993,5,poor,TEACHER,PROFESSOR,1.0
Chemistry,4919,University of Toronto at Scarborough,Xiao-An,,Zhang,1664924,18,good,TEACHER,PROFESSOR,4.0
Computer & Math. Sciences,4919,University of Toronto at Scarborough,Xincheng,,Zhang,2563331,2,average,TEACHER,PROFESSOR,3.0
Biological Sciences,4919,University of Toronto at Scarborough,Rongmin,,Zhao,1188178,14,average,TEACHER,PROFESSOR,2.5
Women's Studies,4919,University of Toronto at Scarborough,Sandra,,Zichermann,1371249,1,good,TEACHER,PROFESSOR,4.5
Biological Sciences,4919,University of Toronto at Scarborough,Joanna,,Zigouris,2504297,1,good,TEACHER,PROFESSOR,5.0
Chemistry,4919,University of Toronto at Scarborough,Marco,,Zimmer-de Iuliis,2410665,12,average,TEACHER,PROFESSOR,3.4
Geography,4919,University of Toronto at Scarborough,Austin,,Zwick,2267287,2,good,TEACHER,PROFESSOR,5.0
