tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Spanish,1484,University of Toronto - St. George Campus,Ross,,Swanson,2548444,3,good,TEACHER,PROFESSOR,5.0
Philosophy,1484,University of Toronto - St. George Campus,Shruta,,Swarup,2319390,11,average,TEACHER,PROFESSOR,3.2
Anthropology,1484,University of Toronto - St. George Campus,Edward,,Swenson,1749229,2,good,TEACHER,PROFESSOR,5.0
Psychology,1484,University of Toronto - St. George Campus,Victor,,Swift,2246677,5,good,TEACHER,PROFESSOR,4.0
Criminal Justice,1484,University of Toronto - St. George Campus,Karen,,Symes,2569250,2,average,TEACHER,PROFESSOR,3.0
Criminal Justice,1484,University of Toronto - St. George Campus,Victoria,,Sytsma,1909864,7,average,TEACHER,PROFESSOR,2.7
Computer Science,1484,University of Toronto - St. George Campus,Michael,,Szamosi,1178920,0,zero,TEACHER,PROFESSOR,N/A
Actuarial Science,1484,University of Toronto - St. George Campus,Stephen,,Szaura,1950783,2,good,TEACHER,PROFESSOR,4.0
Computer Science,1484,University of Toronto - St. George Campus,Babak,,Taati,2554638,3,poor,TEACHER,PROFESSOR,1.7
Statistics,1484,University of Toronto - St. George Campus,Nathan,,Taback,1921816,17,good,TEACHER,PROFESSOR,4.1
Psychology,1484,University of Toronto - St. George Campus,Jennifer,,Tackett,1139352,10,good,TEACHER,PROFESSOR,3.8
Psychology,1484,University of Toronto - St. George Campus,Romin,,Tafarodi,56535,24,good,TEACHER,PROFESSOR,3.5
Linguistics,1484,University of Toronto - St. George Campus,Sali,,Tagliamonte,104957,29,average,TEACHER,PROFESSOR,2.5
Physical Ed,1484,University of Toronto - St. George Campus,Tim,,Taha,73338,17,good,TEACHER,PROFESSOR,4.5
History,1484,University of Toronto - St. George Campus,Carry,,Takagaki,1048021,10,average,TEACHER,PROFESSOR,3.0
French,1484,University of Toronto - St. George Campus,Aurélie,,Takam,2238511,2,good,TEACHER,PROFESSOR,4.5
Psychology,1484,University of Toronto - St. George Campus,Kaori,,Takehara,1520408,15,poor,TEACHER,PROFESSOR,2.2
English,1484,University of Toronto - St. George Campus,Anissa,,Talahite-Moodley,180709,24,average,TEACHER,PROFESSOR,3.1
Mathematics,1484,University of Toronto - St. George Campus,Afroditi,,Talidou,2517786,2,average,TEACHER,PROFESSOR,3.0
Medicine,1484,University of Toronto - St. George Campus,Susan,,Tallett,320978,0,zero,TEACHER,PROFESSOR,N/A
Communication,1484,University of Toronto - St. George Campus,Ken,,Tallman,42893,14,average,TEACHER,PROFESSOR,3.3
Finance,1484,University of Toronto - St. George Campus,Vernon,,Tam,2066877,2,good,TEACHER,PROFESSOR,4.0
Social Work,1484,University of Toronto - St. George Campus,Laura,,Tamblyn Watts,1792981,0,zero,TEACHER,PROFESSOR,N/A
Science,1484,University of Toronto - St. George Campus,Wendy,,Tamminen,2449021,1,good,TEACHER,PROFESSOR,5.0
Business,1484,University of Toronto - St. George Campus,Eugene,,Tan,2550339,0,zero,TEACHER,PROFESSOR,N/A
Economics,1484,University of Toronto - St. George Campus,Migiwa,,Tanaka,1489205,13,poor,TEACHER,PROFESSOR,2.1
Communication,1484,University of Toronto - St. George Campus,Sam,,Tanenhaus,2438630,1,good,TEACHER,PROFESSOR,4.0
Information Science,1484,University of Toronto - St. George Campus,Anthony,,Tang,2519179,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1484,University of Toronto - St. George Campus,Stephen,,Tanny,73727,36,poor,TEACHER,PROFESSOR,2.1
Humanities,1484,University of Toronto - St. George Campus,Stephen,,Tardif,2462984,1,good,TEACHER,PROFESSOR,4.0
Literature,1484,University of Toronto - St. George Campus,Maxim,,Tarnawsky,2322984,3,good,TEACHER,PROFESSOR,5.0
Accounting,1484,University of Toronto - St. George Campus,Ralph ,,Tassone,2014667,7,good,TEACHER,PROFESSOR,4.0
Electrical Engineering,1484,University of Toronto - St. George Campus,Zeb,,Tate,1606643,23,poor,TEACHER,PROFESSOR,2.3
Mathematics,1484,University of Toronto - St. George Campus,Jill,,Tate,15089,68,good,TEACHER,PROFESSOR,4.8
History,1484,University of Toronto - St. George Campus,Mohamad,,Tavakoli-Targhi,695401,8,good,TEACHER,PROFESSOR,3.5
Psychology,1484,University of Toronto - St. George Campus,Franco,,Taverna,511870,60,average,TEACHER,PROFESSOR,2.8
Mathematics,1484,University of Toronto - St. George Campus,Selim,,Tawfik,2490305,7,good,TEACHER,PROFESSOR,3.7
Physics,1484,University of Toronto - St. George Campus,Salam,,Tawfiq,30788,34,poor,TEACHER,PROFESSOR,2.5
Italian,1484,University of Toronto - St. George Campus,Samia,,Tawwab,1564145,3,good,TEACHER,PROFESSOR,4.8
History,1484,University of Toronto - St. George Campus,Sheldon,,Taylor,696868,18,average,TEACHER,PROFESSOR,3.0
Medicine,1484,University of Toronto - St. George Campus,Ian,,Taylor,1031412,16,good,TEACHER,PROFESSOR,4.5
Chemistry,1484,University of Toronto - St. George Campus,Mark,,Taylor,1620110,12,good,TEACHER,PROFESSOR,4.8
Philosophy,1484,University of Toronto - St. George Campus,Ashley ,,Taylor,1977287,14,poor,TEACHER,PROFESSOR,1.5
Electrical Engineering,1484,University of Toronto - St. George Campus,Joshua,,Taylor,1983275,4,poor,TEACHER,PROFESSOR,2.3
Sociology,1484,University of Toronto - St. George Campus,Judith,,Taylor,184282,20,good,TEACHER,PROFESSOR,4.2
Criminal Justice,1484,University of Toronto - St. George Campus,Kerry,,Taylor,2176402,29,good,TEACHER,PROFESSOR,3.6
Music,1484,University of Toronto - St. George Campus,Daniel,,Taylor,2487557,1,good,TEACHER,PROFESSOR,5.0
English,1484,University of Toronto - St. George Campus,Rasheed,,Tazudeen,2028760,1,good,TEACHER,PROFESSOR,5.0
French,1484,University of Toronto - St. George Campus,Alexie,,Tcheuyap,956055,3,average,TEACHER,PROFESSOR,3.0
Mathematics,1484,University of Toronto - St. George Campus,Ivan,,Telpukhovskiy,2545153,2,good,TEACHER,PROFESSOR,5.0
Medicine,1484,University of Toronto - St. George Campus,Douglas,,Templeton,1166752,0,zero,TEACHER,PROFESSOR,N/A
Zoology,1484,University of Toronto - St. George Campus,Ulrich,,Tepass,1234126,2,good,TEACHER,PROFESSOR,4.8
Sociology,1484,University of Toronto - St. George Campus,Lorne,,Tepperman,10818,145,average,TEACHER,PROFESSOR,3.0
English,1484,University of Toronto - St. George Campus,Misha,,Teramura,2440156,6,average,TEACHER,PROFESSOR,3.3
History,1484,University of Toronto - St. George Campus,Nicholas,,Terpstra,19380,44,good,TEACHER,PROFESSOR,4.6
English,1484,University of Toronto - St. George Campus,Elisa,,Tersigni,1895391,4,good,TEACHER,PROFESSOR,4.7
Anthropology,1484,University of Toronto - St. George Campus,Frehiwot,,Tesfaye,277744,6,average,TEACHER,PROFESSOR,3.0
Humanities,1484,University of Toronto - St. George Campus,Danielle,,Tessaro,2140276,3,good,TEACHER,PROFESSOR,3.7
Film,1484,University of Toronto - St. George Campus,Bart,,Testa,10060,94,average,TEACHER,PROFESSOR,3.3
Chemistry,1484,University of Toronto - St. George Campus,Alex,,Tevlin,2220552,1,good,TEACHER,PROFESSOR,5.0
Geography,1484,University of Toronto - St. George Campus,Sujata,,Thapa-Bhattarai,2407324,2,poor,TEACHER,PROFESSOR,1.5
Accounting,1484,University of Toronto - St. George Campus,Peter,,Thomas,31243,20,good,TEACHER,PROFESSOR,3.9
Physical Education,1484,University of Toronto - St. George Campus,Scott,,Thomas,1208409,1,good,TEACHER,PROFESSOR,5.0
Information Science,1484,University of Toronto - St. George Campus,Keith,,Thomas,1235056,0,zero,TEACHER,PROFESSOR,N/A
Linguistics,1484,University of Toronto - St. George Campus,Guillaume,,Thomas,2192579,8,average,TEACHER,PROFESSOR,3.4
Environmental Studies,1484,University of Toronto - St. George Campus,Sean,,Thomas,1684467,15,good,TEACHER,PROFESSOR,4.2
Philosophy,1484,University of Toronto - St. George Campus,Paul,,Thompson,547521,8,good,TEACHER,PROFESSOR,4.8
Philosophy,1484,University of Toronto - St. George Campus,Evan,,Thompson,780455,8,good,TEACHER,PROFESSOR,4.5
Social Science,1484,University of Toronto - St. George Campus,Nathan,,Thompson,1420127,4,good,TEACHER,PROFESSOR,5.0
Mathematics,1484,University of Toronto - St. George Campus,Kyle,,Thompson,2093381,3,good,TEACHER,PROFESSOR,3.8
History,1484,University of Toronto - St. George Campus,Erik,,Thomson,702052,2,good,TEACHER,PROFESSOR,4.5
Engineering,1484,University of Toronto - St. George Campus,Murray,,Thomson,840788,3,poor,TEACHER,PROFESSOR,2.0
Biology,1484,University of Toronto - St. George Campus,James,,Thomson,1111616,60,good,TEACHER,PROFESSOR,4.0
Philosophy,1484,University of Toronto - St. George Campus,Jordan,Arthur,Thomson,2280046,4,good,TEACHER,PROFESSOR,4.8
Music,1484,University of Toronto - St. George Campus,Sandy,,Thorburn,113279,9,good,TEACHER,PROFESSOR,3.8
Law,1484,University of Toronto - St. George Campus,Malcolm,,Thorburn,2293351,1,poor,TEACHER,PROFESSOR,1.0
History,1484,University of Toronto - St. George Campus,Daniel James,,Thornton,106758,21,good,TEACHER,PROFESSOR,4.6
Materials Engineering,1484,University of Toronto - St. George Campus,Steven,,Thorpe,82855,35,good,TEACHER,PROFESSOR,3.5
Actuarial Science,1484,University of Toronto - St. George Campus,Lucas,,Thung,2106026,16,good,TEACHER,PROFESSOR,5.0
Physics,1484,University of Toronto - St. George Campus,Joseph,,Thywissen,417055,22,good,TEACHER,PROFESSOR,4.2
Political Science,1484,University of Toronto - St. George Campus,Thomas,,Tieku,996677,22,average,TEACHER,PROFESSOR,3.3
History,1484,University of Toronto - St. George Campus,Francis,,Timbers,1301198,7,good,TEACHER,PROFESSOR,3.6
Engineering,1484,University of Toronto - St. George Campus,Hamid,Shokrollah,Timorabadi,2334639,6,good,TEACHER,PROFESSOR,5.0
Fine Arts,1484,University of Toronto - St. George Campus,Joanne,,Tod,105640,8,average,TEACHER,PROFESSOR,3.0
History,1484,University of Toronto - St. George Campus,Barbara,,Todd,37276,17,good,TEACHER,PROFESSOR,4.4
Philosophy,1484,University of Toronto - St. George Campus,Anderson,,Todd,2174423,5,good,TEACHER,PROFESSOR,4.6
Management,1484,University of Toronto - St. George Campus,Elaine,,Todres,325532,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1484,University of Toronto - St. George Campus,Kostiantyn,,Tolmachov,2459403,4,good,TEACHER,PROFESSOR,4.8
East Asian Studies,1484,University of Toronto - St. George Campus,Yasuyo,,Tomita,2504175,1,good,TEACHER,PROFESSOR,5.0
Economics,1484,University of Toronto - St. George Campus,Peter,,Tomlinson,188020,11,average,TEACHER,PROFESSOR,3.1
Religion,1484,University of Toronto - St. George Campus,Anthony,,Toneatto,2498028,1,good,TEACHER,PROFESSOR,5.0
Psychology,1484,University of Toronto - St. George Campus,Tony,,Toneatto,1431195,24,good,TEACHER,PROFESSOR,4.7
History,1484,University of Toronto - St. George Campus,Jared,,Toney,1704899,3,good,TEACHER,PROFESSOR,4.8
Civil Engineering,1484,University of Toronto - St. George Campus,Fei,,Tong,2510818,2,good,TEACHER,PROFESSOR,3.5
Languages,1484,University of Toronto - St. George Campus,Richard,,Toporoski,419486,20,good,TEACHER,PROFESSOR,3.5
History,1484,University of Toronto - St. George Campus,Cornelius,,Torp,2116298,1,good,TEACHER,PROFESSOR,4.5
Engineering,1484,University of Toronto - St. George Campus,Marianne,,Touchie,2230974,1,poor,TEACHER,PROFESSOR,1.0
Computer Science,1484,University of Toronto - St. George Campus,Sam,,Toueg,841568,27,good,TEACHER,PROFESSOR,4.4
Statistics,1484,University of Toronto - St. George Campus,Fode,,Tounkara,2411679,14,average,TEACHER,PROFESSOR,2.8
Near Eastern Studies,1484,University of Toronto - St. George Campus,Mahdi,,Tourage,639359,6,good,TEACHER,PROFESSOR,4.5
English,1484,University of Toronto - St. George Campus,David,,Townsend,101511,15,good,TEACHER,PROFESSOR,4.5
Music,1484,University of Toronto - St. George Campus,Boyanna,,Toyich,1294416,2,good,TEACHER,PROFESSOR,4.8
Classics,1484,University of Toronto - St. George Campus,Jonathan,,Tracy,754790,11,good,TEACHER,PROFESSOR,3.7
History,1484,University of Toronto - St. George Campus,J,,Traill,41940,24,good,TEACHER,PROFESSOR,3.7
History,1484,University of Toronto - St. George Campus,Nhung,Tuyet,Tran,490098,16,average,TEACHER,PROFESSOR,2.6
Criminal Justice,1484,University of Toronto - St. George Campus,Grace,,Tran,2520088,6,good,TEACHER,PROFESSOR,4.3
Sociology,1484,University of Toronto - St. George Campus,Robb,,Travers,1422911,19,good,TEACHER,PROFESSOR,4.3
Law,1484,University of Toronto - St. George Campus,Michael,,Trebilcock,1112406,1,good,TEACHER,PROFESSOR,4.0
Philosophy,1484,University of Toronto - St. George Campus,Shelley,,Tremain,426156,0,zero,TEACHER,PROFESSOR,N/A
Physical Ed,1484,University of Toronto - St. George Campus,Luc,,Tremblay,567387,13,average,TEACHER,PROFESSOR,3.1
Electrical Engineering,1484,University of Toronto - St. George Campus,Olivier,,Trescases,1470255,14,good,TEACHER,PROFESSOR,4.3
Political Science,1484,University of Toronto - St. George Campus,Phil,,Triadafilopoulos,838759,6,good,TEACHER,PROFESSOR,4.1
Education,1484,University of Toronto - St. George Campus,Peter,,Trifonas,54841,9,good,TEACHER,PROFESSOR,4.4
Women's Studies,1484,University of Toronto - St. George Campus,Sarah,,Trimble,1787820,13,good,TEACHER,PROFESSOR,4.7
Anthropology,1484,University of Toronto - St. George Campus,Lianne,,Tripp,2121762,1,poor,TEACHER,PROFESSOR,1.0
Physics,1484,University of Toronto - St. George Campus,William,,Trischuk,175645,20,average,TEACHER,PROFESSOR,3.0
Electrical Engineering,1484,University of Toronto - St. George Campus,Piero,,Triverio,1918431,4,good,TEACHER,PROFESSOR,4.8
Languages,1484,University of Toronto - St. George Campus,Michelle,,Troberg,1287982,4,good,TEACHER,PROFESSOR,4.0
Literature,1484,University of Toronto - St. George Campus,Tamara,,Trojanowska,104019,8,good,TEACHER,PROFESSOR,4.1
Zoology,1484,University of Toronto - St. George Campus,Vincent,,Tropepe,583872,10,good,TEACHER,PROFESSOR,4.4
Women's Studies,1484,University of Toronto - St. George Campus,D. Alissa,,Trotz,180723,31,good,TEACHER,PROFESSOR,4.2
Engineering,1484,University of Toronto - St. George Campus,Kevin,,Truong,782401,6,poor,TEACHER,PROFESSOR,1.6
Management,1484,University of Toronto - St. George Campus,Claire I.,,Tsai,1432313,5,average,TEACHER,PROFESSOR,2.6
Social Science,1484,University of Toronto - St. George Campus,A. Ka Tat,,Tsang,197524,5,average,TEACHER,PROFESSOR,2.8
French,1484,University of Toronto - St. George Campus,Malama,,Tsimenis,767001,13,good,TEACHER,PROFESSOR,4.3
Mathematics,1484,University of Toronto - St. George Campus,Jacob,,Tsimerman,2544685,1,good,TEACHER,PROFESSOR,5.0
Psychology,1484,University of Toronto - St. George Campus,Leone,,Tullia,982202,2,good,TEACHER,PROFESSOR,4.8
Political Science,1484,University of Toronto - St. George Campus,Ethel,,Tungohan,1729225,2,average,TEACHER,PROFESSOR,3.0
Social Science,1484,University of Toronto - St. George Campus,Deborah,,Turnbull,421558,0,zero,TEACHER,PROFESSOR,N/A
Economics,1484,University of Toronto - St. George Campus,Matthew,,Turner,215389,17,average,TEACHER,PROFESSOR,2.8
Anthropology,1484,University of Toronto - St. George Campus,David,,Turner,358684,17,average,TEACHER,PROFESSOR,3.3
Music,1484,University of Toronto - St. George Campus,John,,Tuttle,100681,2,good,TEACHER,PROFESSOR,5.0
Geology,1484,University of Toronto - St. George Campus,Lisa,,Tutty,1274123,39,average,TEACHER,PROFESSOR,3.0
Science,1484,University of Toronto - St. George Campus,Douglas,,Tweed,1869281,16,good,TEACHER,PROFESSOR,4.8
Biology,1484,University of Toronto - St. George Campus,Michael,,Tyers,874830,0,zero,TEACHER,PROFESSOR,N/A
Pharmacology,1484,University of Toronto - St. George Campus,Rachel,,Tyndale,1594441,1,good,TEACHER,PROFESSOR,4.0
Computer Science,1484,University of Toronto - St. George Campus,Vassilios 'Bil',,Tzerpos,198561,0,zero,TEACHER,PROFESSOR,N/A
Sociology,1484,University of Toronto - St. George Campus,S. W.,,Underwood,2509843,3,good,TEACHER,PROFESSOR,5.0
English,1484,University of Toronto - St. George Campus,Maxwell,,Uphaus,2450343,5,good,TEACHER,PROFESSOR,3.8
Mathematics,1484,University of Toronto - St. George Campus,Sean,,Uppal,10976,187,good,TEACHER,PROFESSOR,3.9
Languages,1484,University of Toronto - St. George Campus,Anne,,Urbancic,55258,38,good,TEACHER,PROFESSOR,4.6
Psychology,1484,University of Toronto - St. George Campus,Dax,,Urbszat,947332,17,average,TEACHER,PROFESSOR,3.4
Computer Science,1484,University of Toronto - St. George Campus,Raquel,,Urtasun,2176805,3,poor,TEACHER,PROFESSOR,1.3
Psychology,1484,University of Toronto - St. George Campus,Franco,,Vaccarino,742020,0,zero,TEACHER,PROFESSOR,N/A
Literature,1484,University of Toronto - St. George Campus,Borge,,Vahamaki,101720,7,good,TEACHER,PROFESSOR,3.5
Engineering,1484,University of Toronto - St. George Campus,Shahrokh,,Valaee,530831,8,average,TEACHER,PROFESSOR,3.3
Law,1484,University of Toronto - St. George Campus,Catherine,,Valcke,910843,6,good,TEACHER,PROFESSOR,4.5
Criminal Justice,1484,University of Toronto - St. George Campus,Grant,John,Valentine,2511880,3,good,TEACHER,PROFESSOR,4.7
Humanities,1484,University of Toronto - St. George Campus,Michael,,Valpy,1924366,3,good,TEACHER,PROFESSOR,4.5
Criminal Justice,1484,University of Toronto - St. George Campus,Marianna,,Valverde,47417,12,good,TEACHER,PROFESSOR,3.6
Mathematics,1484,University of Toronto - St. George Campus,Joey,,Van der Leer Duran,2339559,11,good,TEACHER,PROFESSOR,4.8
Sociology,1484,University of Toronto - St. George Campus,Mark,,Van der Maas,2077331,8,average,TEACHER,PROFESSOR,3.3
History,1484,University of Toronto - St. George Campus,Luis,,Van Isschot,2056327,6,good,TEACHER,PROFESSOR,4.9
Physics,1484,University of Toronto - St. George Campus,Marten,,van Kerkwijk,294415,18,average,TEACHER,PROFESSOR,2.7
Music,1484,University of Toronto - St. George Campus,Steven,,Vande Moortele,1815319,3,good,TEACHER,PROFESSOR,4.7
Economics,1484,University of Toronto - St. George Campus,Ron,,Vander Kraats,642689,21,poor,TEACHER,PROFESSOR,2.3
Social Science,1484,University of Toronto - St. George Campus,Willem,,Vanderburg,81068,46,average,TEACHER,PROFESSOR,2.8
Astronomy,1484,University of Toronto - St. George Campus,Keith,,Vanderlinde,1950692,1,good,TEACHER,PROFESSOR,5.0
English,1484,University of Toronto - St. George Campus,Morgan,,Vanek,1827932,6,good,TEACHER,PROFESSOR,4.2
Biology,1484,University of Toronto - St. George Campus,Sue,,Varmuza,203622,24,poor,TEACHER,PROFESSOR,1.5
Political Science,1484,University of Toronto - St. George Campus,Constantine,,Vassiliou,2274027,3,good,TEACHER,PROFESSOR,5.0
Engineering,1484,University of Toronto - St. George Campus,Frank J,,Vecchio,215341,3,good,TEACHER,PROFESSOR,4.7
Engineering,1484,University of Toronto - St. George Campus,Henry ,,Vehovec,1963526,0,zero,TEACHER,PROFESSOR,N/A
Statistics,1484,University of Toronto - St. George Campus,David,,Veitch,2460993,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1484,University of Toronto - St. George Campus,Andreas,,Veneris,18155,29,good,TEACHER,PROFESSOR,3.9
Mathematics,1484,University of Toronto - St. George Campus,Franklin,,Vera Pacheco,1790656,3,good,TEACHER,PROFESSOR,3.7
Theater,1484,University of Toronto - St. George Campus,Guillermo,,Verdecchia,2454558,1,good,TEACHER,PROFESSOR,4.0
Anthropology,1484,University of Toronto - St. George Campus,Theofanis,,Verinakis,1298603,0,zero,TEACHER,PROFESSOR,N/A
Business,1484,University of Toronto - St. George Campus,Anil,,Verma,55778,4,good,TEACHER,PROFESSOR,4.2
Geography,1484,University of Toronto - St. George Campus,Romila,,Verma,1279190,48,good,TEACHER,PROFESSOR,4.5
Psychology,1484,University of Toronto - St. George Campus,John,,Vervaeke,2084664,7,good,TEACHER,PROFESSOR,4.3
Philosophy,1484,University of Toronto - St. George Campus,John,,Vervaeke,15656,156,good,TEACHER,PROFESSOR,3.5
Social Science,1484,University of Toronto - St. George Campus,J.,,Veugelers,33411,56,average,TEACHER,PROFESSOR,3.3
History,1484,University of Toronto - St. George Campus,Marga,,Vicedo,1293731,8,good,TEACHER,PROFESSOR,4.5
Computer Science,1484,University of Toronto - St. George Campus,Felipe,,Vicencio-Heap,2563310,0,zero,TEACHER,PROFESSOR,N/A
French,1484,University of Toronto - St. George Campus,Anne-Jose,,Villeneuve,1673410,6,good,TEACHER,PROFESSOR,3.9
Information Science,1484,University of Toronto - St. George Campus,Rita,,Vine,2511674,0,zero,TEACHER,PROFESSOR,N/A
Statistics,1484,University of Toronto - St. George Campus,Vladimir,,Vinogradov,2408138,1,poor,TEACHER,PROFESSOR,1.0
Philosophy,1484,University of Toronto - St. George Campus,Lars,,Vinx,537599,0,zero,TEACHER,PROFESSOR,N/A
History,1484,University of Toronto - St. George Campus,Lynne,,Viola,1124905,6,good,TEACHER,PROFESSOR,4.6
Computer Science,1484,University of Toronto - St. George Campus,Balint,,Virag,534136,3,poor,TEACHER,PROFESSOR,1.0
East Asian Studies,1484,University of Toronto - St. George Campus,Currie,,Virag,2218381,0,zero,TEACHER,PROFESSOR,N/A
History,1484,University of Toronto - St. George Campus,Jaipreet,,Virdi,1620236,2,good,TEACHER,PROFESSOR,5.0
French,1484,University of Toronto - St. George Campus,Marie-Anne,,Visoi,931419,4,good,TEACHER,PROFESSOR,5.0
English,1484,University of Toronto - St. George Campus,Vikki,,Visvis,639092,106,good,TEACHER,PROFESSOR,4.7
Law,1484,University of Toronto - St. George Campus,Katherine,,Vitale Lopez,2293350,1,good,TEACHER,PROFESSOR,5.0
Mathematics,1484,University of Toronto - St. George Campus,Huan,,Vo,2312924,4,good,TEACHER,PROFESSOR,4.0
Mathematics,1484,University of Toronto - St. George Campus,Mircea,Iulian,Voda,2339712,4,good,TEACHER,PROFESSOR,5.0
Electrical Engineering,1484,University of Toronto - St. George Campus,Sorin,,Voinigescu,117789,14,good,TEACHER,PROFESSOR,4.2
Marketing,1484,University of Toronto - St. George Campus,Luciano,,Volpe,2390233,4,good,TEACHER,PROFESSOR,4.0
Mathematics,1484,University of Toronto - St. George Campus,Jeremy,,Voltz,1822767,6,good,TEACHER,PROFESSOR,5.0
Mathematics,1484,University of Toronto - St. George Campus,Augustin,,Vukov,47744,26,average,TEACHER,PROFESSOR,3.1
Law,1484,University of Toronto - St. George Campus,Stephen,,Waddams,179431,15,good,TEACHER,PROFESSOR,4.5
Anthropology,1484,University of Toronto - St. George Campus,Andrew,,Wade,1953274,1,good,TEACHER,PROFESSOR,3.5
Psychology,1484,University of Toronto - St. George Campus,Mark,,Wade,2550539,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1484,University of Toronto - St. George Campus,Ashley,,Waggoner Denton,1792239,93,good,TEACHER,PROFESSOR,3.7
History,1484,University of Toronto - St. George Campus,Narendra,,Wagle,51426,10,poor,TEACHER,PROFESSOR,2.0
Geography,1484,University of Toronto - St. George Campus,Sarah,,Wakefield,353476,33,average,TEACHER,PROFESSOR,3.4
History,1484,University of Toronto - St. George Campus,William,,Walker,330314,21,good,TEACHER,PROFESSOR,4.2
Environmental Studies,1484,University of Toronto - St. George Campus,Kaley ,,Walker,1994876,14,poor,TEACHER,PROFESSOR,2.5
Chemistry,1484,University of Toronto - St. George Campus,Gilbert,,Walker,1071879,16,good,TEACHER,PROFESSOR,3.8
History,1484,University of Toronto - St. George Campus,Tamara,,Walker,2305000,3,poor,TEACHER,PROFESSOR,2.0
Psychology,1484,University of Toronto - St. George Campus,Simone,,Walker,1265569,5,average,TEACHER,PROFESSOR,3.3
Psychology,1484,University of Toronto - St. George Campus,Martin,,Wall,11093,208,good,TEACHER,PROFESSOR,3.7
Mathematics,1484,University of Toronto - St. George Campus,Patrick,,Walls,1697084,8,good,TEACHER,PROFESSOR,4.8
Philosophy,1484,University of Toronto - St. George Campus,Denis,,Walsh,793002,5,good,TEACHER,PROFESSOR,4.9
Music,1484,University of Toronto - St. George Campus,Cameron,,Walter,643351,1,good,TEACHER,PROFESSOR,5.0
Psychology,1484,University of Toronto - St. George Campus,Gary,,Walters,57378,19,good,TEACHER,PROFESSOR,4.7
Continuing Education,1484,University of Toronto - St. George Campus,Ron,,Walters,1216579,0,zero,TEACHER,PROFESSOR,N/A
English,1484,University of Toronto - St. George Campus,Sundhya,,Walther,1832825,4,good,TEACHER,PROFESSOR,4.9
English,1484,University of Toronto - St. George Campus,Audrey,,Walton,2028755,3,good,TEACHER,PROFESSOR,5.0
International Studies,1484,University of Toronto - St. George Campus,David,,Wand,1057341,5,average,TEACHER,PROFESSOR,3.2
Sociology,1484,University of Toronto - St. George Campus,Njoke,,Wane,536221,3,good,TEACHER,PROFESSOR,4.7
Materials Engineering,1484,University of Toronto - St. George Campus,Zhirui,,Wang,223808,13,good,TEACHER,PROFESSOR,4.7
Economics,1484,University of Toronto - St. George Campus,Luhang,,Wang,1668232,2,good,TEACHER,PROFESSOR,4.0
East Asian Studies,1484,University of Toronto - St. George Campus,Linlin,,Wang,1890898,1,good,TEACHER,PROFESSOR,5.0
Geography,1484,University of Toronto - St. George Campus,Rong,,Wang,1914639,1,average,TEACHER,PROFESSOR,3.0
Statistics,1484,University of Toronto - St. George Campus,Heng,,Wang,1919506,0,zero,TEACHER,PROFESSOR,N/A
Actuarial Science,1484,University of Toronto - St. George Campus,Heng,,Wang,1949834,3,good,TEACHER,PROFESSOR,3.7
Actuarial Science,1484,University of Toronto - St. George Campus,Yu,,Wang,2018828,12,average,TEACHER,PROFESSOR,2.6
Art History,1484,University of Toronto - St. George Campus,Gary,,Wang,2338990,0,zero,TEACHER,PROFESSOR,N/A
Geography,1484,University of Toronto - St. George Campus,Chao,,Wang,2361133,0,zero,TEACHER,PROFESSOR,N/A
Engineering,1484,University of Toronto - St. George Campus,Belinda,,Wang,15631,38,good,TEACHER,PROFESSOR,3.9
Business,1484,University of Toronto - St. George Campus,Kevin,,Wang,55788,16,good,TEACHER,PROFESSOR,4.2
Business,1484,University of Toronto - St. George Campus,Hua,,Wang,2041875,8,good,TEACHER,PROFESSOR,4.0
History,1484,University of Toronto - St. George Campus,Yvon,Yiwen,Wang,2287426,3,good,TEACHER,PROFESSOR,5.0
Science,1484,University of Toronto - St. George Campus,Wendy,,Ward,205747,8,good,TEACHER,PROFESSOR,4.8
Engineering,1484,University of Toronto - St. George Campus,Charles A.,,Ward,206729,5,average,TEACHER,PROFESSOR,2.5
Computer Science,1484,University of Toronto - St. George Campus,Sabri,,Ward,894843,0,zero,TEACHER,PROFESSOR,N/A
Art History,1484,University of Toronto - St. George Campus,Flora,,Ward,1986987,2,good,TEACHER,PROFESSOR,5.0
Anthropology,1484,University of Toronto - St. George Campus,Holly,,Wardlow,60494,36,average,TEACHER,PROFESSOR,3.0
Womens amp Gender Studies,1484,University of Toronto - St. George Campus,Syrus,Marcus,Ware,2518773,1,good,TEACHER,PROFESSOR,5.0
History,1484,University of Toronto - St. George Campus,Wesley,,Wark,36777,37,average,TEACHER,PROFESSOR,3.3
English,1484,University of Toronto - St. George Campus,Chris,,Warley,755055,48,good,TEACHER,PROFESSOR,4.4
Not Specified,1484,University of Toronto - St. George Campus,Aggrey,,Wasike,1597798,4,good,TEACHER,PROFESSOR,5.0
Psychology,1484,University of Toronto - St. George Campus,David,,Wasserman,1828303,2,good,TEACHER,PROFESSOR,4.0
